Question,Answer,Furigana,Meaning,Example,Translation,VocabWords
"育成","いくせい","いく.せい","rearing, training.","ワインにはいろいろなタイプがあり、それによって育成の仕方もさまざまです。","There are various types of wines and the way they are matured varies accordingly.","教育, 体育, 育児, 完成, 構成, 賛成, 成功, 成人"
"駆け出し","かけだし","か..だ","novice, beginner.","駆け出しの新聞記者にしては腕がいい。","You are doing well for a cub reporter.","駆使, 出口, 提出, 出身, 駆け足, 駆け引き, 引き出し"
"展示","てんじ","てん.じ","exhibition, display.","その店のウインドウには最新のファッションが展示してある。","The shop windows display the latest fashion.","発展, 展開, 展望, 掲示, 指示, 暗示, 展覧会"
"化石","かせき","か.せき","fossil, petrifaction.","私が手にしてるのは貝の化石です。","What I have in my hand is a fossil seashell.","文化, 化粧, 化学, 変化, 石油, 石鹸, 磁石, 流石"
"気難しい","きむずかしい","き.むずか","hard to please, difficult.","うちの社長は気難しい。","Our boss is hard to please.","元気, 気配, 湯気, 気質, 天気, 困難, 盗難, 災難, 有難い"
"余所者","よそもの","よ.そ.もの","stranger, outsider.","村人は、そのよそ者を自分たちの敵とみなした。","The villagers regarded the stranger as their enemy.","余裕, 余分, 余計, 近所, 台所, 医者, 患者, 悪者, 事務所, 歯医者"
"お座り","おすわり",".すわ","sitting down, sitting up.","","","座席, 座敷, 星座, 座布団"
"趣味","しゅみ","しゅ.み","hobby, pastime.","趣味については話しましたか？","Did you talk about your hobby?","趣旨, 趣向, 意味, 興味, 趣意書, 美味しい"
"冷んやり","ひんやり","ひ","cool, chilly.","ひんやりした空気のせいで、トムは意識を回復した。","The cold air revived Tom.","冷房, 冷蔵庫"
"岩山","いわやま","いわ.やま","rocky mountain.","","","溶岩, 岩石, 岩盤, 登山, 火山, 鉱山, 一枚岩, 山登り"
"涼しい","すずしい","すず","cool, refreshing.","日増しに涼しくなっていく。","It's getting cooler day by day.","涼風, 清涼, 清涼飲料水"
"絶対","ぜったい","ぜっ.たい","absolutely, definitely.","アーア、絶対うまくいくと思ったのになあ。","Oh man! I was sure this was going to work out.","絶滅, 絶望, 反対, 対象, 途絶える"
"見学","けんがく","けん.がく","inspection, study by observation.","その実施見学は非常にためになった。","I found the field trip very educational.","意見, 見物, 学生, 学校, 大学, 見舞い, 小学校"
"花壇","かだん","か.だん","flower bed.","その花壇は水をやる必要がある。","The flower garden needs watering.","花瓶, 花見, 壇上, 教壇, 生け花, 土壇場"
"機会","きかい","き.かい","chance, opportunity.","またの機会にしましょう。","Let's make it some other time.","機械, 機関, 機能, 会社, 会議, 会場, 飛行機, 出会う"
"他人様","ひとさま","ひと.さま","other people, others.","","","他方, 他殺, 人形, 一人, 恋人, 同様, 様々, 模様, 王様, 様子, 外国人"
"交換","こうかん","こう.かん","exchange, interchange.","あなたと席を交換しよう。","Let me exchange seats with you.","交番, 換気, 交差点, 乗り換え"
"隣","となり","となり","next (to), adjoining.","ジョーダンさんは彼の隣に座った。","Mr Jordan sat down beside him.",""
"団","だん","だん","group, body.","企業の顧問弁護士団は合併手続きを完了するために、２４時間通しで働いています。","Company attorneys are working around the clock to complete the merger.",""
"考える","かんがえる","かんが","to think (about, of), to think over.","あなたは家族の事を考えるべきです。","You must think of your family.","参考, 考慮, 思考"
"使い手","つかいて","つか..て","user, consumer.","","","使用, 大使, 派手, 上手, 下手, 大使館, 運転手"
"精々","せいぜい","せい.ぜい","at the most, at best.","桜の花は数日、せいぜい一週間しか持たない。","Cherry blossoms last only for a few days, a week at the most.","精神, 精密, 精通, 無精"
"分布","ぶんぷ","ぶん.ぷ","distribution, distribution map.","この種の昆虫は日本に広く分布している。","These insects are widely distributed throughout Japan.","自分, 大分, 半分, 財布, 布団, 座布団"
"鉛筆","えんぴつ","えん.ぴつ","pencil, pencil sharpener.","ペンか鉛筆を持っていますか。","Do you have a pen or a pencil?","亜鉛, 黒鉛, 筆者, 随筆, 万年筆"
"御褒美","ごほうび","ご.ほう.び","reward, prize.","私は鳩たちがその箱の上によじ登ったご褒美に餌を与えた。","I rewarded my pigeons with food for climbing onto the box.","御中, 御飯, 防御, 褒賞, 美人, 美容, 御願い, ご褒美, 美術館, 紫綬褒章, 美味しい"
"見所","みどころ","み.どころ","point worthy of note, good point.","","","意見, 見物, 近所, 台所, 余所, 見舞い, 事務所"
"旅立つ","たびだつ","たび.だ","to begin a trip, to depart.","彼女はタイ国に旅立った。","She set out for Thailand.","旅行, 旅館, 旅券, 旅客, 独立, 立派, 立場, 目立つ"
"矢っ張り","やっぱり","や..ぱ","as expected, sure enough.","やっぱり、あなたは私の思ったとおりの人だった。","You're just the kind of person I imagined you'd be.","矢印, 矢先, 矢面, 緊張, 欲張り, 無理矢理, 引っ張る, 張り切る"
"流石","さすが","さすが","as one would expect, just as you'd expect (from).","さすが、お嬢様。自由奔放な生活をしていたわけじゃないんだ。","Just what you'd expect of a young lady, you certainly weren't left to live as you pleased.","流行, 一流, 石油, 石鹸, 磁石"
"若しかして","もしかして","も","perhaps, possibly.","ああ、もしかして名前を呼ばれるのが恥ずかしいって？","Ah, could it be you're embarrassed to be called by your first name?","若干, 若者, 若々しい"
"修行","しゅぎょう","しゅ.ぎょう","training, practice.","","","修正, 修理, 修繕, 研修, 修了, 銀行, 行儀"
"頭突き","ずつき","ず.つ","head-butting, head-butt.","","","先頭, 頭痛, 冒頭, 頭脳, 衝突, 突破, 突っ込む, 突き当たる"
"授ける","さずける","さず","to grant, to give.","聖霊がある方の上に下って、その上にとどまられるのが見えたなら、その方こそ聖霊によってバプテスマを授ける方である。","The man on whom you see the Spirit come down and remain is he who will baptize with the Holy Spirit.","授業, 教授, 授与, 助教授"
"公認","こうにん","こう.にん","official recognition, official approval.","新しい候補者が、民主党の党大会で公認候補となりました。","There was a new candidate on the ticket at the Democratic convention.","公園, 公平, 公式, 確認, 承認, 認識, 公務員"
"証","あかし","あかし","proof, evidence.","しかし、あなた方は私たちの証を受け入れません。","But still you people do not accept our testimony.",""
"見縊る","みくびる","み.くび","to underrate, to belittle.","君は彼を見くびっている。","You are selling him short.","意見, 見物, 縊死, 見舞い, 首縊り, 縊り殺す"
"許り","ばかり","ばか","only, merely.","５０００円ばかりもっている。","I have about 5,000 yen.","許可, 免許, 特許, 許容"
"我慢","がまん","が.まん","endurance, patience.","この寒さは我慢出来ないな。","I can't put up with this cold.","我々, 怪我, 自我, 自慢, 慢性, 傲慢, 怠慢, 我が儘"
"意志","いし","い.し","will, volition.","意志に反して何かを無理にさせる事はできない。","No one can force you to do anything against your will.","意味, 意見, 注意, 用意, 意外, 同志, 志望"
"程","ほど","ほど","extent, degree.","スージーほど上手にピアノをひけるとよいのだが。","I wish I could play the piano as well as Susie.",""
"蔓","つる","つる","vine, bine.","大都会には罪悪がはびこっている。","There is much crime in the big cities.",""
"縁","ふち","ふち","rim, brim.","彼らは水瓶を縁まで一杯にした。","They filled the jug to the brim.",""
"ねた","ねた","ねた","material (for a story, article, etc.), information.","コメディアンは無惨な死や大事故といった悲劇的状況を冗談のネタにしている。","Comedians base their jokes on tragic situations like violent death or serious accidents.",""
"宿り木","やどりぎ","やど..ぎ","mistletoe (esp. European mistletoe, Viscum album), parasitic plant.","","","宿題, 下宿, 宿泊, 宿命, 大木, 木綿, 並木, 木曜日"
"違う","ちがう","ちが","to differ (from), to be different.","その点では私は君と意見が違う。","I differ from you on that point.","違反, 相違, 間違える"
"一味","いちみ","いち.み","clan, partisans.","「おい、だまれ。口数が多いぞ」とそのギャングの一味が言った。","Hey, you shut up! You talk too much, the gangster said.","一緒, 一番, 唯一, 意味, 興味, 一昨日, 美味しい"
"試す","ためす","ため","to try (out), to have a try (at).","もう一度試したが失敗しただけだった。","I tried it again, only to fail.","試験, 試合"
"変える","かえる","か","to change, to alter.","なんで彼は考えを変えたのか。","What made him change his mind?","大変, 一変"
"順番","じゅんばん","じゅん.ばん","order, turn.","私たちは彼の順番をわざと飛ばした。","We skipped his turn on purpose.","順調, 順序, 道順, 一番, 番号, 交番, 番組"
"奴","やつ","やつ","fellow, guy.","欠点はあるけれども、彼はいい奴だ。","For all his faults, he is a good fellow.",""
"左上","ひだりうえ","ひだり.うえ","upper left, top left corner.","左上の奥歯が痛みます。","My upper left back tooth hurts.","左右, 左翼, 左手, 上手, 上着, 左利き, 申し上げる"
"最初","さいしょ","さい.しょ","beginning, outset.","その考えは最初のうちはばかげているように思えた。","The idea seemed absurd at first.","最近, 最早, 最後, 初級"
