Question,Answer,Furigana,Meaning,Example,Translation
"飛び掛る","とびかかる","と..かか","to spring at, to leap upon","どう猛な犬が女の子に飛びかかった。","A fierce dog attacked the girl."
"悪","あく","あく","evil, wickedness","いかなる善意の考えもそれ自体はあくでありうる。","Any virtuous idea can be vicious in itself."
"機嫌","きげん","き.げん","humour, humor","彼は他人の機嫌を損ねないように気をつけている。","He is chary of offending people."
"身軽","みがる","み.がる","agile, nimble","捕らえることのできないもの、身軽で素早いもののたとえ、だそうです。","It's apparently a metaphor for something uncatchable, light of body and fleet of foot."
"滴","しずく","しずく","drop (e.g. of water), drip","濡れたタオルから滴が垂れている。","Water is dripping from the wet towel."
"皮膚","ひふ","ひ.ふ","skin","日光は皮膚に作用する。","The sunbeam acts upon the skin."
"乾く","かわく","かわ","to get dry","そのぬれたシャツはすぐに乾くだろう。","The wet shirt will soon dry up."
"ボロ負け","ボロまけ",".ま","(suffering a) decisive defeat, rout","昨日、ジャイアンツぼろ負け！！","The Giants got clobbered yesterday."
"短パン","たんパン","たん","shorts, short pants","うちの体操服って普通の短パンだったのに今日から急にスパッツになっちゃったのね。","Our P.E. kit was just shorts but now it's spats from today."
"瀕死","ひんし","ひん.し","(on the) verge of death","３人の看護婦が四六時中瀕死の大臣の看護に当たった。","Three nurses attended the dying minister night and day."
"欠片","かけら","かけ.ら","fragment, broken piece","彼らはパンのかけらを置くことによって道に迷わなかった。","Putting pieces of bread prevented them from getting lost."
"称える","たたえる","たた","to praise, to extol","人々はみな彼の英雄的行為をたたえた。","Everybody praised his heroism."
"奪う","うばう","うば","to take (by force), to take away","その男が私の財布を奪った。","The man robbed me of my purse."
"立ち開かる","たちはだかる","た..はだ","to stand in the way (esp. with legs spread out), to block the way","",""
"育成","いくせい","いく.せい","rearing, training","ワインにはいろいろなタイプがあり、それによって育成の仕方もさまざまです。","There are various types of wines and the way they are matured varies accordingly."
"駆け出し","かけだし","か..だ","novice, beginner","駆け出しの新聞記者にしては腕がいい。","You are doing well for a cub reporter."
"展示","てんじ","てん.じ","exhibition, display","その店のウインドウには最新のファッションが展示してある。","The shop windows display the latest fashion."
"化石","かせき","か.せき","fossil, petrifaction","私が手にしてるのは貝の化石です。","What I have in my hand is a fossil seashell."
"気難しい","きむずかしい","き.むずか","hard to please, difficult","うちの社長は気難しい。","Our boss is hard to please."
"余所者","よそもの","よ.そ.もの","stranger, outsider","村人は、そのよそ者を自分たちの敵とみなした。","The villagers regarded the stranger as their enemy."
"お座り","おすわり",".すわ","sitting down, sitting up","",""
"趣味","しゅみ","しゅ.み","hobby, pastime","趣味については話しましたか？","Did you talk about your hobby?"
"冷んやり","ひんやり","ひ","cool, chilly","ひんやりした空気のせいで、トムは意識を回復した。","The cold air revived Tom."
"岩山","いわやま","いわ.やま","rocky mountain","",""
"涼しい","すずしい","すず","cool, refreshing","日増しに涼しくなっていく。","It's getting cooler day by day."
"絶対","ぜったい","ぜっ.たい","absolutely, definitely","アーア、絶対うまくいくと思ったのになあ。","Oh man! I was sure this was going to work out."
"見学","けんがく","けん.がく","inspection, study by observation","その実施見学は非常にためになった。","I found the field trip very educational."
"花壇","かだん","か.だん","flower bed","その花壇は水をやる必要がある。","The flower garden needs watering."
"機会","きかい","き.かい","chance, opportunity","またの機会にしましょう。","Let's make it some other time."
"他人様","ひとさま","ひと.さま","other people, others","",""
"交換","こうかん","こう.かん","exchange, interchange","あなたと席を交換しよう。","Let me exchange seats with you."
"隣","となり","となり","next (to), adjoining","ジョーダンさんは彼の隣に座った。","Mr Jordan sat down beside him."
"団","だん","だん","group, body","企業の顧問弁護士団は合併手続きを完了するために、２４時間通しで働いています。","Company attorneys are working around the clock to complete the merger."
"考える","かんがえる","かんが","to think (about, of), to think over","あなたは家族の事を考えるべきです。","You must think of your family."
"使い手","つかいて","つか..て","user, consumer","",""
"精々","せいぜい","せい.ぜい","at the most, at best","桜の花は数日、せいぜい一週間しか持たない。","Cherry blossoms last only for a few days, a week at the most."
"分布","ぶんぷ","ぶん.ぷ","distribution","この種の昆虫は日本に広く分布している。","These insects are widely distributed throughout Japan."
"鉛筆","えんぴつ","えん.ぴつ","pencil","ペンか鉛筆を持っていますか。","Do you have a pen or a pencil?"
"御褒美","ごほうび","ご.ほう.び","reward, prize","私は鳩たちがその箱の上によじ登ったご褒美に餌を与えた。","I rewarded my pigeons with food for climbing onto the box."
"見所","みどころ","み.どころ","point worthy of note, good point","",""
"旅立つ","たびだつ","たび.だ","to begin a trip, to depart","彼女はタイ国に旅立った。","She set out for Thailand."
"矢っ張り","やっぱり","や..ぱ","as expected, sure enough","やっぱり、あなたは私の思ったとおりの人だった。","You're just the kind of person I imagined you'd be."
"流石","さすが","さすが","as one would expect, just as you'd expect (from)","さすが、お嬢様。自由奔放な生活をしていたわけじゃないんだ。","Just what you'd expect of a young lady, you certainly weren't left to live as you pleased."
